ENSEMBL	Control1	Control2	Control3	Control4	Control5	Control6	Control7	Control8	Case1	Case2	Case3	Case4	Case5	Case6	Case7	Case8
ENSG00000283773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186301	22	22	12	14	44	85	17	125	93	90	41	52	48	120	111	56
ENSG00000282143	0	0	0	0	2	0	1	4	0	0	0	0	0	0	0	2
ENSG00000207513	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0
ENSG00000169717	2	0	1	2	8	14	3	41	9	11	6	5	1	10	5	4
ENSG00000177133	3	2	0	2	2	6	7	23	6	1	7	1	1	8	1	2
ENSG00000283572	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0
ENSG00000226286	2	0	0	0	0	0	1	5	0	0	1	0	0	2	0	1
ENSG00000279839	7	0	7	1	5	10	12	58	7	1	3	2	1	9	0	12
ENSG00000231978	0	2	2	3	1	4	3	14	0	0	1	3	2	1	0	0
ENSG00000187942	14	7	4	5	12	13	10	60	23	18	11	7	9	35	40	15
ENSG00000142798	125	103	130	123	214	357	199	1082	238	258	179	144	114	344	290	236
ENSG00000232037	1	1	3	1	2	0	5	3	2	2	2	0	0	1	1	4
ENSG00000283234	1	5	5	4	3	7	5	20	3	4	0	4	2	5	1	4
ENSG00000219073	7	20	21	46	37	56	16	68	28	20	14	16	13	30	33	30
ENSG00000285959	6	7	17	20	16	20	1	30	6	0	1	5	5	14	1	6
ENSG00000273610	0	3	9	8	0	2	8	1	0	0	1	0	1	5	0	2
ENSG00000201919	1	0	0	0	2	0	0	5	0	0	0	0	0	2	0	0
ENSG00000142789	17	21	33	84	64	51	15	96	28	18	9	17	12	34	54	20
ENSG00000278124	1	9	0	9	1	4	3	11	0	0	0	5	0	1	0	1
ENSG00000201273	1	1	0	1	0	0	2	2	0	0	0	0	0	0	0	0
ENSG00000228397	9	14	29	56	38	18	2	39	5	3	1	6	5	11	0	2
ENSG00000218510	17	13	30	41	42	17	14	44	11	11	11	7	10	26	9	30
ENSG00000070831	288	92	232	275	666	136	238	383	723	1035	170	217	788	1336	2371	654
ENSG00000285752	4	4	21	28	14	9	9	26	5	2	1	9	2	4	2	6
ENSG00000285794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230068	0	0	2	7	8	3	12	19	8	3	1	3	8	10	11	12
ENSG00000271428	1	1	2	9	1	2	6	14	11	1	6	0	0	5	13	2
ENSG00000162552	12	2	7	19	23	37	8	68	27	21	4	13	6	13	12	15
ENSG00000285873	4	1	2	4	4	3	5	22	0	1	1	2	2	3	1	1
ENSG00000266564	0	0	3	0	1	0	0	8	0	0	0	0	1	1	0	0
ENSG00000285417	9	12	15	19	16	27	6	22	2	6	5	1	14	9	1	21
ENSG00000263961	14	1	14	16	9	12	10	55	15	12	5	5	4	11	18	6
ENSG00000252692	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
ENSG00000198049	6	11	3	25	18	36	6	48	26	12	10	11	14	11	20	21
ENSG00000226780	1	1	0	7	0	8	1	14	1	2	0	1	1	3	1	1
ENSG00000287432	5	0	8	7	2	5	5	20	1	2	0	1	0	3	0	1
ENSG00000225483	0	1	0	0	0	1	1	1	1	10	0	0	0	0	0	0
ENSG00000236889	0	2	0	1	0	0	0	2	1	0	0	0	2	0	0	0
ENSG00000196550	8	2	1	8	7	10	5	18	17	43	5	8	8	6	25	10
ENSG00000266028	100	41	142	171	219	141	83	304	148	319	85	53	77	214	254	152
ENSG00000229509	3	2	0	2	0	4	0	11	2	3	0	0	3	2	3	2
ENSG00000263528	60	32	26	39	134	94	68	204	126	126	69	29	86	107	289	89
ENSG00000278465	1	0	0	1	2	1	2	8	3	0	0	0	0	0	0	0
ENSG00000162888	3	1	10	6	8	17	7	25	5	4	0	2	3	9	7	7
ENSG00000261000	0	0	0	3	1	0	0	3	1	0	0	1	1	0	5	1
ENSG00000266094	111	35	26	118	481	60	178	197	252	212	82	63	145	886	956	225
ENSG00000234981	0	0	1	1	4	2	0	14	7	3	4	0	1	4	6	8
ENSG00000279946	9	4	10	7	6	2	8	39	6	0	1	2	4	3	2	31
ENSG00000143486	55	13	35	48	135	92	87	200	110	240	68	52	78	167	210	77
ENSG00000280114	0	2	3	3	3	6	1	19	4	1	1	0	1	3	1	2
ENSG00000236698	1	5	1	0	14	5	1	6	30	26	10	12	13	13	44	12
ENSG00000268869	28	22	6	25	45	44	35	119	36	52	21	27	21	53	37	55
ENSG00000279151	5	4	7	1	2	2	5	14	5	1	1	0	1	0	0	14
ENSG00000282740	0	0	0	1	0	1	1	1	1	0	0	0	0	2	0	2
ENSG00000058453	132	60	117	124	256	145	202	585	227	200	173	130	106	553	287	157
ENSG00000227684	2	0	0	0	3	1	1	9	1	1	1	1	0	3	9	0
ENSG00000207389	1	1	0	0	0	0	0	1	0	3	3	2	2	2	1	1
ENSG00000186715	33	19	5	24	49	90	34	217	80	76	33	32	31	60	86	65
ENSG00000228549	10	5	2	34	15	39	7	88	32	32	32	16	10	19	17	22
ENSG00000143494	18	13	18	44	18	64	33	111	32	32	22	29	18	17	19	50
ENSG00000215883	8	8	22	28	25	38	20	107	35	52	13	15	21	48	38	25
ENSG00000227152	10	12	4	16	14	19	10	33	16	14	2	9	14	9	14	6
ENSG00000158816	41	18	38	52	69	90	88	256	56	43	33	37	30	55	72	76
ENSG00000162650	19	16	1	8	29	61	13	42	62	41	29	17	17	55	62	36
ENSG00000120334	30	28	34	65	39	49	48	115	44	70	14	24	33	22	17	61
ENSG00000162714	38	38	54	119	96	120	47	242	83	116	42	27	40	113	111	71
ENSG00000179639	15	8	5	25	245	16	4	16	13	19	13	8	23	51	8	18
ENSG00000152061	168	82	147	169	207	182	165	321	187	394	128	130	188	435	271	302
ENSG00000116748	22	12	9	25	25	43	16	63	39	37	19	26	24	21	47	50
ENSG00000177414	9	9	3	10	10	26	2	24	33	14	9	16	10	12	23	21
ENSG00000286015	3	3	4	13	4	5	3	25	1	1	5	3	8	1	1	9
ENSG00000143147	46	24	36	91	46	74	52	183	64	21	26	41	34	29	43	54
ENSG00000121904	112	109	173	276	186	316	147	684	185	107	104	115	90	120	169	188
ENSG00000134256	38	38	10	87	65	55	18	61	46	46	45	43	38	50	83	48
ENSG00000143772	94	32	52	75	182	74	94	143	157	140	99	61	91	298	269	104
ENSG00000049246	33	52	35	79	48	97	62	127	69	49	29	33	32	38	51	62
ENSG00000197084	16	6	8	10	13	41	19	24	23	28	15	8	14	11	22	21
ENSG00000273213	14	12	4	23	10	14	3	33	14	16	1	8	13	4	11	15
ENSG00000184599	16	7	19	16	7	15	22	62	15	7	2	7	4	10	10	11
ENSG00000187800	59	25	45	29	77	93	71	284	101	204	51	74	42	86	127	85
ENSG00000135838	63	34	33	65	66	86	57	130	197	576	53	61	109	108	826	136
ENSG00000180198	71	36	127	83	120	66	111	141	71	215	39	39	43	191	103	72
ENSG00000159527	10	15	14	40	28	43	10	56	17	9	6	11	11	10	31	25
ENSG00000122483	72	32	19	54	42	71	37	69	92	140	153	46	46	62	161	114
ENSG00000263956	54	32	12	37	84	151	44	180	196	164	79	80	81	126	207	138
ENSG00000203963	19	17	4	16	26	41	21	33	31	33	20	26	20	12	29	29
ENSG00000117501	23	32	5	52	28	46	16	85	73	52	43	44	36	38	45	62
ENSG00000143851	94	26	93	46	150	88	80	217	242	294	205	43	101	256	266	134
ENSG00000196805	3	3	2	7	3	4	1	6	9	4	1	3	0	2	3	6
ENSG00000266338	44	46	19	53	88	139	44	129	131	101	100	59	57	122	200	117
ENSG00000116922	2	18	11	10	17	18	9	47	30	131	16	19	10	23	42	22
ENSG00000179546	9	16	42	37	31	24	36	123	18	5	9	11	12	28	12	35
ENSG00000183586	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000143536	13	11	5	14	25	25	10	47	29	26	10	12	14	18	19	16
ENSG00000186207	10	1	3	4	4	10	4	10	11	12	13	12	5	8	36	11
ENSG00000169509	9	0	3	4	10	18	0	18	11	13	11	6	7	5	10	9
ENSG00000185966	4	5	1	10	7	20	1	13	14	25	4	4	5	4	29	5
ENSG00000163202	9	3	1	6	5	32	11	30	24	7	8	5	8	12	12	16
ENSG00000244057	6	2	0	0	5	4	6	23	8	16	6	4	5	7	15	4
ENSG00000232862	4	0	5	10	2	3	6	13	3	0	3	4	2	2	1	8
ENSG00000092850	23	15	41	40	35	54	36	92	20	30	16	34	14	30	12	28
ENSG00000116863	25	6	27	21	78	25	31	90	42	97	53	17	43	146	89	34
ENSG00000171812	8	13	13	12	33	30	17	83	33	46	11	13	18	72	58	30
ENSG00000054116	61	23	15	22	108	43	34	82	97	232	63	36	163	171	261	68
ENSG00000116871	217	68	64	143	751	86	154	222	453	445	189	104	178	820	1314	267
ENSG00000264592	0	1	0	0	1	1	0	1	0	0	0	0	0	3	0	0
ENSG00000231849	0	0	2	0	1	0	2	3	3	1	0	1	0	1	6	2
ENSG00000160094	71	29	140	63	117	83	71	171	66	70	45	35	28	127	120	63
ENSG00000270115	0	0	2	0	0	0	1	5	0	0	0	0	2	0	3	0
ENSG00000184389	14	6	11	9	9	13	18	63	20	16	4	5	4	8	23	12
ENSG00000225313	11	9	32	7	8	3	28	62	48	8	6	5	13	18	179	19
ENSG00000134686	66	35	26	62	350	51	66	123	484	364	73	64	136	362	1794	181
ENSG00000284154	0	0	0	0	0	0	0	0	1	1	0	0	0	0	3	0
ENSG00000222112	0	0	0	0	1	3	1	7	6	2	0	0	4	1	21	0
ENSG00000233246	0	0	0	0	0	2	1	2	0	0	0	0	0	0	0	0
ENSG00000215790	12	6	17	22	15	9	17	83	16	20	20	8	10	57	12	23
ENSG00000196242	26	13	25	19	16	34	15	33	9	9	14	14	6	14	20	25
ENSG00000075151	105	90	80	140	183	151	82	220	223	260	118	83	68	213	541	228
ENSG00000263841	3	1	2	3	2	7	1	6	0	0	2	3	1	2	0	3
ENSG00000238279	2	3	3	11	2	4	3	16	2	1	4	1	0	12	7	1
ENSG00000197956	807	119	103	416	2015	231	397	274	1700	2240	420	376	3159	2252	4425	806
ENSG00000196420	4	1	7	3	1	3	4	34	22	8	4	2	8	4	11	7
ENSG00000196154	1355	223	188	595	3436	406	461	360	1948	2698	554	687	5267	3407	3149	1125
ENSG00000188015	4	2	4	4	7	15	2	25	18	16	5	6	6	12	27	7
ENSG00000196754	14	15	57	27	25	25	72	159	12	6	9	19	10	25	7	33
ENSG00000285867	8	2	23	38	13	7	53	107	16	1	14	12	10	4	1	44
ENSG00000188643	4	6	23	22	13	24	13	99	14	7	11	7	15	19	1	8
ENSG00000189334	5	3	2	9	6	16	8	59	13	8	6	8	6	12	8	7
ENSG00000189171	5	8	5	9	9	11	11	43	10	3	2	7	10	12	12	4
ENSG00000271853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000160678	5	7	5	18	15	22	4	79	11	17	2	9	8	11	15	5
ENSG00000272030	0	2	0	0	7	1	1	2	0	3	3	1	0	2	1	2
ENSG00000160679	89	16	51	55	155	36	66	84	122	348	64	42	109	332	439	107
ENSG00000143553	33	8	25	33	49	43	34	63	48	115	34	25	55	67	121	52
ENSG00000214193	30	23	22	51	58	65	28	182	58	90	38	42	45	62	95	54
ENSG00000286379	3	3	3	6	4	7	3	45	4	3	3	4	4	16	3	9
ENSG00000196182	96	35	65	88	309	70	96	230	236	258	91	57	96	321	779	158
ENSG00000181817	75	17	21	48	172	50	64	96	97	165	52	20	170	207	193	70
ENSG00000222821	1	0	0	1	0	0	0	4	1	0	0	0	0	2	0	2
ENSG00000116885	33	17	25	64	37	69	30	143	37	30	25	20	22	15	61	65
ENSG00000201448	2	0	3	1	0	0	1	3	0	0	1	0	0	2	1	2
ENSG00000116898	48	11	14	36	107	33	37	50	78	237	47	31	141	119	165	46
ENSG00000119535	794	76	126	234	1434	157	261	569	7859	2314	303	327	759	1302	42928	829
ENSG00000142694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284452	0	0	2	6	2	12	3	25	0	0	1	0	0	0	0	2
ENSG00000228643	1	0	1	0	0	0	2	0	4	0	2	2	1	0	1	10
ENSG00000143727	35	16	17	25	139	31	68	58	80	587	66	53	110	257	189	95
ENSG00000115705	34	21	23	39	36	75	36	150	69	45	35	41	38	57	60	64
ENSG00000228613	0	1	0	0	0	1	0	11	1	0	0	0	1	3	0	4
ENSG00000235779	4	3	2	28	3	21	0	16	4	3	3	2	7	10	0	4
ENSG00000189292	8	9	2	7	43	49	8	21	19	22	12	8	10	2	23	10
ENSG00000227713	3	3	10	7	0	6	6	11	3	4	4	4	2	3	0	16
ENSG00000227364	0	1	1	1	1	2	1	2	0	0	1	0	0	2	0	0
ENSG00000280360	0	0	0	3	0	2	0	0	0	0	0	1	0	0	0	0
ENSG00000286905	2	0	1	1	1	3	1	7	0	0	0	3	3	3	2	0
ENSG00000237370	0	0	0	2	1	0	1	6	1	0	2	3	2	8	1	3
ENSG00000171853	85	22	21	46	176	81	56	182	137	210	69	43	116	176	317	120
ENSG00000182551	47	20	32	38	176	30	46	74	89	229	38	34	153	189	258	85
ENSG00000233684	5	2	0	7	9	10	0	4	3	0	4	3	3	6	3	2
ENSG00000236106	2	0	1	5	3	3	2	14	4	0	1	1	1	4	1	1
ENSG00000231482	7	5	22	20	14	11	9	38	1	3	2	2	1	9	2	14
ENSG00000130508	38	27	100	43	45	102	46	201	101	67	35	44	56	97	85	83
ENSG00000228391	0	0	3	3	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000237401	12	13	49	66	30	38	28	104	21	2	14	18	19	8	3	32
ENSG00000230515	1	1	1	4	3	0	0	3	0	0	0	2	2	0	0	0
ENSG00000234929	3	3	5	12	7	23	3	46	4	0	0	1	6	9	0	4
ENSG00000234423	3	3	9	14	8	16	18	55	3	0	9	1	3	7	3	3
ENSG00000235688	0	1	1	0	3	1	4	2	1	4	0	3	0	0	3	2
ENSG00000233296	6	3	4	23	4	6	9	34	10	1	4	11	4	7	1	1
ENSG00000225942	5	2	0	9	1	10	6	17	0	0	0	0	3	3	0	0
ENSG00000231173	0	0	0	0	1	3	0	1	0	0	0	0	6	0	0	0
ENSG00000115738	119	20	62	110	426	26	336	315	473	410	183	85	326	815	371	449
ENSG00000232979	5	5	1	8	0	0	1	16	0	0	0	0	1	1	1	0
ENSG00000236172	12	9	4	28	25	7	16	39	14	1	3	1	5	5	6	7
ENSG00000240980	0	0	0	4	1	3	1	10	0	2	0	0	1	0	0	11
ENSG00000225234	4	6	20	9	11	8	11	42	0	2	0	0	1	9	4	12
ENSG00000203635	5	3	6	12	4	5	7	22	1	3	1	6	2	9	1	8
ENSG00000287583	0	0	1	1	7	2	1	30	2	2	3	0	3	9	0	3
ENSG00000235403	0	2	0	9	1	3	1	4	0	0	0	0	0	2	0	3
ENSG00000228799	2	0	1	2	2	6	2	17	2	0	0	0	5	5	1	3
ENSG00000233633	2	1	5	14	2	8	0	15	3	0	1	5	2	6	0	1
ENSG00000283766	0	0	0	0	0	2	0	0	3	0	0	3	1	2	0	0
ENSG00000151360	9	7	2	4	4	26	8	24	11	13	3	9	5	13	11	15
ENSG00000227007	12	12	13	26	14	18	16	38	17	2	6	3	11	3	9	14
ENSG00000172554	14	14	23	33	23	55	9	48	44	25	14	27	12	25	37	32
ENSG00000223884	3	2	3	8	10	14	3	38	5	6	4	6	10	9	10	8
ENSG00000224128	7	2	1	11	2	8	4	5	1	0	0	1	2	0	1	0
ENSG00000224661	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0
ENSG00000227061	0	2	1	12	7	6	1	16	0	1	0	1	5	0	1	1
ENSG00000285591	3	0	3	7	12	8	4	22	1	1	1	4	0	5	1	1
ENSG00000188765	0	0	1	2	3	3	2	9	0	0	0	0	1	3	3	5
ENSG00000228585	1	1	1	1	2	2	0	1	0	0	0	0	0	1	0	2
ENSG00000223640	0	0	4	1	0	1	3	12	2	0	1	0	0	1	1	7
ENSG00000118004	10	8	11	15	15	29	33	99	41	18	5	15	8	46	16	9
ENSG00000234818	0	0	0	0	2	0	3	3	1	0	0	1	0	0	0	0
ENSG00000226277	0	1	0	7	1	2	1	9	1	0	0	1	3	4	1	0
ENSG00000236790	33	30	71	132	82	98	83	240	39	11	41	18	47	39	17	72
ENSG00000234796	1	0	0	0	1	3	0	19	0	0	0	0	1	1	0	0
ENSG00000272002	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0
ENSG00000235665	7	6	4	15	9	12	6	14	3	0	1	7	5	3	1	1
ENSG00000271952	0	3	4	4	0	4	4	15	4	0	2	0	6	1	0	1
ENSG00000235078	10	3	37	7	9	7	36	26	8	7	6	3	12	11	2	34
ENSG00000171865	22	10	12	14	51	11	18	45	62	76	22	13	45	156	105	42
ENSG00000134330	35	13	13	43	79	65	51	56	62	109	26	21	51	134	143	51
ENSG00000234171	13	4	22	15	24	13	43	70	14	10	25	12	21	40	17	21
ENSG00000287126	11	7	25	36	15	20	31	58	5	15	10	12	11	16	11	31
ENSG00000236856	3	0	5	2	3	1	8	10	0	0	1	0	3	1	1	1
ENSG00000223536	0	3	0	4	0	5	1	5	2	0	0	0	2	2	3	1
ENSG00000287119	12	7	3	32	7	18	5	31	3	1	3	6	5	9	1	0
ENSG00000272342	2	0	0	1	0	1	2	3	0	0	0	1	0	0	0	1
ENSG00000226506	3	2	5	5	4	5	4	16	3	0	2	1	4	1	0	3
ENSG00000237720	1	0	1	12	12	22	5	70	1	2	1	4	2	17	0	2
ENSG00000223985	0	0	0	0	0	6	0	13	3	0	0	2	0	1	0	2
ENSG00000235576	17	2	3	5	17	4	22	9	32	14	33	10	54	34	17	10
ENSG00000233970	12	1	15	10	9	3	15	21	1	0	0	0	1	2	0	5
ENSG00000232718	0	0	7	4	3	8	13	38	2	0	1	0	1	4	0	0
ENSG00000151694	54	32	57	105	79	86	76	144	115	107	51	53	65	122	282	125
ENSG00000271868	0	1	0	0	2	0	0	5	3	0	0	0	1	0	0	0
ENSG00000227047	2	0	11	7	3	5	3	29	1	0	0	0	1	0	0	1
ENSG00000151353	32	8	21	22	63	50	16	69	34	101	19	26	64	94	81	38
ENSG00000223734	8	5	8	16	6	4	11	24	4	0	1	3	0	1	5	3
ENSG00000236760	1	0	2	4	1	9	3	26	1	1	1	3	0	11	0	0
ENSG00000171863	675	146	161	477	2392	211	941	625	1020	2880	560	331	2153	3124	2199	695
ENSG00000229405	1	0	0	7	2	1	0	5	0	0	0	0	0	0	0	1
ENSG00000271855	8	2	0	20	10	6	12	22	1	3	0	2	4	1	1	0
ENSG00000151379	4	10	13	9	14	28	17	56	9	4	5	6	7	4	3	14
ENSG00000236008	12	2	40	11	25	30	20	139	7	12	13	12	10	43	4	23
ENSG00000163029	57	46	19	54	70	88	66	131	85	171	50	62	68	179	162	154
ENSG00000224885	0	1	0	1	2	1	0	5	0	0	0	0	0	1	0	0
ENSG00000237667	4	7	13	36	6	28	18	91	1	0	7	0	6	17	3	15
ENSG00000035115	21	21	7	41	37	33	71	70	82	67	39	19	38	106	101	48
ENSG00000232044	22	46	19	98	42	107	23	108	9	6	13	9	17	25	4	28
ENSG00000286851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286857	2	1	1	3	1	3	1	3	0	0	0	0	2	0	0	1
ENSG00000231532	4	6	4	16	11	9	8	12	1	2	0	3	3	4	1	5
ENSG00000232835	1	2	1	2	0	4	2	4	0	0	1	0	0	0	0	2
ENSG00000231948	4	0	1	5	0	1	4	16	0	0	0	0	1	4	0	1
ENSG00000162981	20	7	15	32	26	80	15	53	16	20	8	20	14	14	19	30
ENSG00000232451	10	7	3	15	5	14	2	22	6	0	0	0	3	6	4	1
ENSG00000230090	1	2	6	2	1	2	3	7	0	0	0	3	0	8	2	3
ENSG00000229740	1	3	0	4	0	3	0	4	0	2	0	1	4	1	0	0
ENSG00000231083	0	0	2	4	1	2	2	11	0	0	2	0	0	6	0	2
ENSG00000271991	1	3	3	4	2	12	4	3	2	0	1	3	1	0	0	2
ENSG00000235092	17	14	38	33	18	28	48	122	8	18	8	12	26	31	9	12
ENSG00000227718	6	0	1	0	0	2	0	3	1	0	6	0	1	1	0	0
ENSG00000145835	5	1	3	15	3	4	5	21	6	0	1	5	3	0	1	1
ENSG00000243819	6	4	12	22	3	9	14	45	7	3	2	2	23	12	10	13
ENSG00000151693	41	47	57	98	66	132	48	214	93	75	48	67	49	73	91	112
ENSG00000230044	1	0	0	0	0	0	4	2	1	0	0	0	0	1	0	1
ENSG00000229550	2	0	0	0	2	2	2	9	1	0	2	4	0	4	0	0
ENSG00000223751	0	2	2	3	3	1	0	6	1	1	0	2	2	2	1	2
ENSG00000232056	4	2	1	2	1	2	2	6	0	0	0	0	1	0	1	2
ENSG00000231204	11	12	6	20	9	10	1	23	4	0	0	7	9	4	2	1
ENSG00000231610	3	1	1	0	1	0	0	0	2	0	0	0	0	0	1	1
ENSG00000287881	11	9	9	24	9	23	16	50	3	3	1	7	3	3	4	10
ENSG00000232642	1	2	0	13	1	1	2	6	2	1	0	1	1	0	1	2
ENSG00000244260	8	8	27	33	25	35	20	94	1	2	2	6	5	7	1	20
ENSG00000227210	21	4	8	32	7	25	28	61	14	1	3	6	8	5	0	8
ENSG00000242282	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000229370	3	5	0	6	2	3	0	6	3	0	0	0	1	0	2	0
ENSG00000134308	102	46	45	80	267	43	99	96	201	692	80	115	239	620	486	177
ENSG00000169006	5	2	1	1	4	11	2	17	6	18	4	7	3	8	4	12
ENSG00000228784	24	18	16	52	27	40	39	132	35	8	20	18	18	29	44	17
ENSG00000261012	0	0	0	0	1	0	2	0	1	0	0	2	0	0	0	1
ENSG00000234378	4	2	7	16	1	7	46	41	1	0	4	3	4	3	0	5
ENSG00000084674	46	56	20	35	78	154	28	123	171	118	61	112	65	78	166	131
ENSG00000271315	0	0	0	1	2	1	0	1	2	0	0	0	0	0	0	0
ENSG00000242136	2	0	0	2	0	3	0	14	5	0	0	0	0	5	0	0
ENSG00000239300	2	2	1	6	6	8	3	11	10	4	3	0	3	3	11	8
ENSG00000233416	0	0	1	0	1	1	0	3	0	1	0	0	0	0	2	0
ENSG00000224604	6	6	6	19	13	14	29	45	3	0	2	2	1	2	1	2
ENSG00000119771	34	40	38	58	62	104	39	240	49	35	19	47	30	74	92	69
ENSG00000223530	1	0	0	8	2	8	0	12	2	1	0	1	0	0	0	0
ENSG00000084754	168	70	54	163	621	125	209	221	276	1052	124	117	456	562	1008	236
ENSG00000229951	0	1	7	9	7	6	6	28	4	3	1	2	6	8	5	4
ENSG00000225642	0	0	10	0	1	0	3	0	0	0	3	0	2	0	2	15
ENSG00000236436	0	0	0	0	1	6	0	2	3	0	0	1	0	1	0	0
ENSG00000214866	6	9	3	30	12	24	6	29	13	14	14	13	12	15	11	18
ENSG00000233747	0	0	1	3	0	0	2	3	2	1	0	3	1	3	2	2
ENSG00000233005	2	4	5	8	3	8	4	10	3	1	3	1	0	3	3	6
ENSG00000237266	1	4	0	11	2	8	2	11	2	0	0	1	4	3	1	0
ENSG00000228496	0	2	3	0	2	5	3	16	0	1	0	0	2	8	1	1
ENSG00000213774	8	5	0	7	3	19	2	3	4	1	0	0	6	0	10	1
ENSG00000225378	1	1	1	1	0	6	1	9	1	0	0	0	0	0	0	1
ENSG00000223850	1	1	10	13	7	11	18	40	2	1	0	2	1	0	0	4
ENSG00000287291	7	1	7	16	1	7	15	22	0	0	2	1	0	0	1	7
ENSG00000236289	11	3	20	31	26	25	12	77	9	4	7	10	6	6	1	9
ENSG00000176887	39	10	54	38	28	47	166	96	36	24	15	21	58	25	36	83
ENSG00000163794	12	2	1	3	21	1	8	10	9	7	6	0	3	14	14	8
ENSG00000171303	14	10	16	7	7	24	22	83	19	15	15	15	12	34	24	27
ENSG00000084764	23	12	12	28	45	35	24	96	24	25	12	10	18	26	69	35
ENSG00000231821	0	0	0	0	0	5	0	2	0	1	0	0	0	2	2	0
ENSG00000277893	40	27	13	61	32	60	44	100	32	23	13	22	19	18	29	39
ENSG00000287849	13	11	3	17	8	11	10	30	2	2	1	5	5	4	1	0
ENSG00000223634	0	0	0	7	0	3	1	12	0	0	0	0	0	2	0	0
ENSG00000236162	2	1	3	2	4	2	4	9	6	1	2	2	1	5	1	2
ENSG00000236665	1	0	1	4	1	3	0	4	0	1	0	0	2	2	0	0
ENSG00000143797	20	14	12	35	42	53	16	48	98	827	39	39	36	32	326	63
ENSG00000143867	2	6	2	16	19	21	7	44	7	5	5	9	5	12	9	14
ENSG00000286415	1	6	5	6	3	18	4	23	2	1	0	3	2	3	2	0
ENSG00000228505	2	4	4	0	3	5	0	6	2	0	1	1	2	0	0	0
ENSG00000270654	3	3	0	2	1	7	3	4	1	1	0	0	1	2	1	3
ENSG00000230448	2	7	1	18	2	6	4	12	2	0	4	1	0	1	5	1
ENSG00000163026	27	4	24	15	21	24	27	109	35	70	18	15	16	27	25	31
ENSG00000183891	15	17	2	36	27	13	20	32	27	55	13	11	12	59	80	24
ENSG00000157851	25	38	35	62	39	61	36	198	26	20	18	14	23	42	31	32
ENSG00000224361	0	0	0	0	0	0	0	11	0	0	0	0	0	1	1	0
ENSG00000235537	11	5	7	16	6	9	7	15	3	0	4	6	4	4	2	3
ENSG00000233714	0	3	0	13	1	4	0	14	1	0	2	0	0	1	0	0
ENSG00000226041	1	1	1	1	4	3	2	12	0	0	1	1	2	0	0	0
ENSG00000134323	10	6	9	17	11	28	11	26	21	15	8	16	7	7	8	14
ENSG00000115204	55	27	20	56	108	58	56	131	86	187	74	25	87	132	213	98
ENSG00000213772	2	0	1	6	5	1	4	14	5	1	1	0	1	2	0	5
ENSG00000225649	13	18	7	31	14	32	5	42	11	2	0	6	6	4	3	2
ENSG00000084710	47	50	99	111	56	136	110	368	52	72	59	52	41	103	41	82
ENSG00000235911	0	0	0	6	1	2	1	4	1	0	0	0	0	0	0	0
ENSG00000196208	48	37	74	77	73	143	111	312	139	84	57	77	60	102	122	172
ENSG00000223647	11	3	6	24	4	12	86	80	4	0	2	1	3	4	0	19
ENSG00000230730	1	2	2	5	4	7	6	22	1	1	2	3	0	3	25	0
ENSG00000234597	1	1	3	6	0	2	1	10	10	0	1	1	0	6	0	5
ENSG00000213729	0	2	0	2	2	0	0	3	1	0	0	0	0	0	2	2
ENSG00000229621	9	6	1	14	4	12	0	13	6	0	0	0	5	0	5	1
ENSG00000240960	2	0	0	0	1	0	0	4	1	0	0	0	1	2	0	0
ENSG00000259080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000178295	44	43	14	45	42	71	22	103	51	139	29	25	22	81	46	53
ENSG00000270846	1	0	0	5	1	3	5	10	6	1	2	1	1	1	0	7
ENSG00000224626	1	1	1	2	1	0	1	7	5	0	0	1	1	0	1	0
ENSG00000230737	0	1	1	7	1	1	0	13	1	0	0	0	0	0	1	2
ENSG00000163032	14	10	4	12	13	16	14	21	11	5	4	18	2	7	6	10
ENSG00000237326	0	0	0	1	0	3	0	5	0	0	3	0	3	0	0	0
ENSG00000185013	12	7	9	15	8	13	11	11	5	1	3	2	7	3	2	10
ENSG00000276411	0	0	5	1	0	0	3	7	0	0	0	0	0	4	0	1
ENSG00000225402	3	0	1	4	6	5	7	3	4	5	2	4	2	2	11	2
ENSG00000235127	2	1	1	10	4	7	2	8	3	0	0	0	1	0	0	0
ENSG00000228563	6	5	0	7	3	6	1	2	5	0	0	2	0	1	0	1
ENSG00000261104	0	1	2	6	7	14	4	20	4	1	1	4	3	7	0	1
ENSG00000234275	3	10	5	23	14	19	12	61	6	0	4	3	4	2	5	3
